guldasguldas,308,Neutral,Ürünün kalitesi o kadar iyi değil idare eder
pleksiplakalikk,33,Happy,Ürün güzel satıcı ilgili fakat kargoda ufacık kenarı kırılmıştı oda kargocularin dikkatsizliği
yuzyilavm,80,Happy,"çok beğendim. kurulumu kolay, tekerlekli olduğu için bir yerden başka bir yere taşınımı kolay, klasik askılıklara göre daha fazla çamaşır asılabiliyor. teşekkür ederim."
otogold,226,Happy,Teşekkür eder itibarlı ticaret dilerim.
onlineaksesuar_,52,Sad,"söylenildiği gibi ekranı komple kaplamıyor bildiğin telefoncularda satılan dandik ekran koruyucular dan 4,5 inç olsa ancak kaplardı ekranı"
newyorker34,1389,Sad,Toplamda 9 alışveriş yaptım bunların sadece 2 sinde memnun kaldım bu ürünü geri gönderdim bence açık artırma ürünleri kolpa
baysalotomotiv,345,Neutral,ürününrengi yanlış
indirim-yeri,766,Neutral,ertesi gün yüzde 5 indirim + ötv indirimi geldi fakat fiyat düzeltmesi konusunda yardımcı olunmadı
powertecturkiye,367,Neutral,faturası yok
prozzak3,118,Neutral,Ürünün boyutları belirtılmeli bence minicik bişey geldi
otogold,213,Happy,teşekkürler
otoaksesuarim_,359,Sad,"Ben kollu istemiştim çırçırlı geldi,"
korayspr,151,Sad,Ürünü göndermediler.yogunuz dediler.yogunsan satış ilan verme o zaman saygilar
smart_world,69,Sad,yorumları okudum cogu kotu yorumlar satıcı iletişimi sıfır
missliva,216,Happy,Çok hızlıolduteşekkür ler
kitapavcisi,30,Happy,Hızlı gönderim için teşekkürler.
kitapavcisi,37,Happy,İlgi ve nezaketiniz için teşekkür ederim...
missliva,165,Happy,Zamanında gönderim ve orjinal ürün.Tşk.
ayhanlarkozmetik,487,Neutral,Kutu ezik büzük geldi ama Allahtan içindekilere zarar gelmemişti.
prozzak3,229,Sad,orjinal miniş değiller bunu belirtmesi gerekirdi yeğenim hayal kırıklığına uğradı.
kitapzen,231,Sad,İade ettim parayı geri vermediler. Kargoları çok sıkıntılı. Kargo gelmiyor geldim diyor. Güvenilir satıcı değil.
yuzyilavm,100,Sad,Ürün kırık geldi.
otogold,120,Happy,hızlı kargo...
ddukkan35,237,Sad,Kargo çok geç geliyor
vecron,40,Sad,Kac gün geçti ürün hala ulasmus değil elime
surpriz_color,273,Neutral,"resme bakınca vede fiat'ını görünce kaliteli bir şey zannettim, kalitesiz çin malı fiatı bu kaliteye göre çok yüksek üstelik çocuklar için sağlığa zararlı bir yapıya sahip. piyasa değeri 10TL'den fazla etmez neyse aldık birkere uğraşmaya değmez."
kitapavcisi,70,Happy,Çok teşekkür ederim
newyorker34,220,Happy,teşekkürler...
plus_med,154,Neutral,Satıcı ürünü hemen kargo yaptı ama teslimat berbattı
kardemticaret,168,Sad,"Ürün resimde durduğu kadar kaliteli değil. Eşimin telefonu için almıştım, kılıf takılıyken tel şarjı yerine oturmuyor. Eşim şarj etmek için kılıfı çıkartırken alt kısmını kırdığı için geri iade edemiyorum. Parasının ederi değil."
kalemsahaf,277,Happy,"TEK KELİMEYLE HER ŞEY MUHTEŞEM,TEŞEKKÜRLER."
yuzyilavm,157,Happy,güvenilir güzelteşekürler
kardemticaret,1090,Sad,eksik ürün yolladı ve iletişim kurulamıyor.bence bu firma şüpheli.
hakkiotomotiv,135,Sad,Resımdekı urunden farklı urun geldı
missliva,281,Happy,ÜRÜNÜM ÇOK ÇABUK GELDİ. TEŞEKKÜR EDERİM.
esfashop,130,Happy,iyi
akhan-tuning,46,Neutral,...
powertecturkiye,615,Neutral,bakcaz görcez
ayhanlarkozmetik,123,Neutral,Ürün elime ulaştı ama çok geç ulaştı. Satıcı ilgisiz davrandı. Buna bir anlam veremedim.
powertecturkiye,732,Sad,Ben ürünüm gelecek diye beklerken kargo bile yapılmamış sözüm ona aynı gün kargo bide. Sisteme 7. ayda teslim edilmiş bir kargo numarası girilmiş resmen insan oyalıyorlar kesinlikle tavsiye etmiyorum.
korayspr,633,Sad,Sakın ama sakın almayın şerefim üzerine yemin ederim dolandırıcı bunlar arıyorum açmiyolar param gitti hukuki süreci başlatcam sizde yanmayın ne malzeme geldi ne para
korayspr,222,Sad,10 Haziran?da aldığım ayakkabı 20 Haziran olmasına rağmen elime ulaşmadı ve mesajlaşmalarda ilgili Kişiler halledeceğiz ilgileneceğiz döneceğiz diyorlar ancak sıfır sıfır sıfır.Sınıffa kaldınız vesselam
cysoto,9,Neutral,Cksçlclgl
yuzyilavm,83,Sad,Ürünüm ayıplı geldi buhar çıkışı yok iyade edecem
mydukkan,134,Sad,Satıcı ürünün fiyatını satıştan sonra değiştirdi ! Profesyonel bir satıcı değil !
firsatsever,206,Happy,kaliteli hizmet teşekkür ederim
missliva,37,Happy,tskler
missliva,112,Neutral,Kargoya zamaninda verilmedi
feyzaoyuncak,162,Neutral,Ürün sağlam kaliteli fakat parçaların yarısının fazlası hep en küçük boy olandan. Ve arabalı lego içinde bir tane var 62 ilk lwgolarda bile 2 araba varken bu ilginc
firsatsever,218,Sad,31 ağustosta verdiğim sipariş 7 eylül de elime geçti 1 hafta çok geç bir zaman dilimi
baysalotomotiv,324,Sad,Eksik ürün
esfashop,227,Happy,Çok ilgili satıcı teşekkür ederim
newyorker34,748,Neutral,listelenen ürün numarası firmanın elinde olmama ihtimali var. almadan önce teyitleşmekte fayda var . 2 inci kez aynı olay başıma geldi .bunun dışında hızlı kargo ve iligili satıcı.
esfashop,246,Happy,.
yuzyilavm,370,Neutral,Kırık gelen üründen sonra maalesef çok mahçup oldum.
baysalotomotiv,596,Sad,Frow marka ürün yerine RSA marka çin malı ürün geldi iade ettim. Satıcıyı aldığım anda itibaren başka ürün gelirse iade edeceğim şeklinde mesajla uyradım. Satıcı buna rağmen farklı gönderdi. Satıcı site yöneticileri ve benim mesajlarıma cevap vermedi.
otogold,145,Neutral,"Yağın üretim tarihi 2012,fiyatının bu yüzden ucuz olduğunu belirtmelerini beklerdim. Onun dışında sorun yok.."
cepport,1222,Neutral,Üründe sorun yok fakat ürün elime geç ulaştı.
modamarka-shop,18,Happy,çok teşekkürler..............................
albteknoloji,146,Neutral,"Satıcı gayet iyi bir sorun yok ama SONY PLAYSTATION VR tam bir çöp, görüntü kalitesiz boşa para kaybı."
yuzyilavm,285,Sad,Çok beğenerek ve sağlamlığına güvenerek aldığım ürün eksik asma çubuğunla geldi.İade işlemlerinle uğraşmak istemediğim için ürüne onay verdim sonuç olarak HAYAL KIRIKLIĞI &#128532;
firsatsever,37,Happy,Ürün çok iyi gayet kullanışlı
cepport,2565,Sad,aldığım ürün 6 gün boyunca kargolanmadı ve mesajlarıma yanıt alamadığım için ürünü iptal ettim.
avon_enucuz,121,Sad,8 günde hala teslimatı yapılmadı..Gitti gidiyordan bir daha alışveriş yapmamalimiyim ??
guldasguldas,591,Sad,Müşteri ile hiç ilgilenmiyorlar .
korayspr,2669,Sad,Ürün 3 gün içinde kargolanmadı. Mesajlara cevap vermedi satıcı. Kesinlikle tavsiye etmiyorum
yuzyilavm,84,Happy,Dürüst satıcı
oyuncakxl,381,Sad,ürünün dikişleri kötü kumaş da çamaşır suyu lekeleri var hiç kimseye tavsiye etmiyorum
kitapavcisi,72,Happy,Çok ilgili satıcı hediye içinde teşekkür ederim
surpriz_color,461,Sad,satışa sunulduğu kadar abartılı bir ürün değil sözde demirlerden yapılmış tamamen oyuncakçılarda satılan 3-5 TL lik oyuncak tabancalardan tek bi +sı silindir bi plastik sözde susturucu koymuşlar yanına oda hikayeden ..
korayspr,2205,Sad,Stokta olmayan ürünü uygun fiyata gösterip 3 gün sonra stokta olmadığını söylediler. Benzer ve daha pahalı bir ürünü uyguna vereceklerini söylediler onu da yapmadılar.
otoaksesuarim_,69,Sad,Yırtık delik ürün gönderdiler
akhan-tuning,76,Sad,"Urun resımdekı gıbı dıreksıyonu sarmıyor, sureklı kayıyor"
kitapavcisi,3,Happy,"Harika bir paket ve muhteşem bir hizmet. Gerçekten ellerinize sağlık! İyi işler, yolunuz açık olsun..."
korayspr,682,Sad,Botların dil kısımlarında dikim hatası var Beni rahatsız etmiyor fakat takıntısı olanlar dikkat etsin Satılırken belirtilseydi onagöre alırdım Genelde satıcılar iade edin değiştirelim derler fakat göndermeden dikkat edilmesi gerekirdi oyüzden olumsuz
otoaksesuarim_,86,Neutral,-
ayhanlarkozmetik,324,Neutral,ESKİ BRÜT LER GİBİ DEĞİL.. FİYATINDAN OLSA GEREK HERHALDE.. KOKUSU KALICI DEĞİL 15 DK SONRA UÇUYOR.
pharmatemecza,125,Neutral,palet aparatında bir diş kırık geldi.
korayspr,132,Sad,içinden demir tozu dökülüyor
otogold,7,Happy,Zzzzzzzz
kitapzen,75,Sad,önermiyorum.
kalemsahaf,156,Happy,ÇOK TŞKLER
kalemsahaf,252,Happy,Çok teşekkür ederim.
markastokk,27,Neutral,İSTENİLEN ÜRÜNÜ GÖNDERMEDİ. FARKLI ÜRÜN GÖNDERİYOR.
cepport,2553,Sad,"5 günün sonunda halen telefonu gönderemeyince iptal ettiğim satıcı, gg firmanın sabit numarasını verdi no geçersiz, cep nodan görüştüm yurtiçi kargoyla görüşüp doneceklerdi sonra aradım açmadılar, sonra cep no da kapandı, naptıklarını çözemedim,"
cepport,385,Neutral,Dokunmatik ve hoparlor
esfashop,112,Happy,"Ürün ve paketleme gayet iyi, hiçbir sıkıntı yok. Sadece fiyat biraz yüksek. Teşekkürler."
soleshopping,23,Sad,"beyaz ayi cok kotu. kahverengi ise cok guzel. beyaz ayi icin aldigima cok pismanim. sifir puan verecegim, beyaz ayi icin. kahverengiye ise 10 puan verecegim"
ayazkozmetik,37,Sad,Kargom gelmedi ilgisiz satici 20 gün oldu nerdeyse
korayspr,2426,Sad,Bilgilendirme bile yapmıyorlar bir daha işim olmaz Koray Spor adındaki pazarcılarla..
kalemsahaf,192,Happy,Özenli paketleme ve hızlı kargo için teşekkür ederim...
cepport,2537,Sad,Müşteri iletişimi hiç olmayan bir satıcı. Mesajlara cevap verme tenezzülünde bile bulunmuyor. Kargoyu son dakikaya kadar bekletip öyle gönderiyor. Adresi yanlış yazıyor. 3 kuruş fazla verin başka yerden alın...
newyorker34,407,Sad,"Ürün değişimi istedim ve hızlı bir şekilde bu konu çözüldü. Ancak, açıkcası beklediğim orjinal ürünü bulduğumu söyleyemeyeceğim. Orjinal paça bile değil."
modamarka-shop,137,Happy,Hızlı güvenilir saygılı satıcı tesekkurler...
otoaksesuarim_,540,Neutral,"Şaft üstü parçası ürünün diğer parçalarının kalitesiyle alakası yok.incecik cok daha sert kötü bir malzeme.Cok çok vasat. Ürünün diğer parçaları oldukça Yumuşak, kalın işe yarar ve fiyatı da oldukça makul. Hızlı kargo. Teşekkürler."
otogold,227,Happy,GHG
otogold,243,Neutral,4 adet 1 lt lik yağ sipariş ettim 1 adet geldi. Durumu satıcıya ilettim 1 hafta sonra 3 adet daha geldi gecikmeyle sipariş tamamlandı.
otogold,33,Happy,urun guzel kalıtelı.
kardemticaret,1382,Sad,Fiyat uygun ancak ürünler pek kaliteli değil takarken çizilmeye başlıyor bezle silerken çiziliyor bikaç gün içinde çizik doluyor arka kısım ise iyi yapışmıyor kolay kalkıyor
yuzyilavm,42,Happy,Güzel urun
esfashop,165,Sad,"koliye akmış, iyi paketlenmemis, kapak kontrol edilmemiş"
missliva,207,Happy,"Kaliteli ürün, uygun fiyat, hızlı kargo daha ne olsun bol kazançlar dilerim"
modamarka-shop,44,Happy,Hızlı alışveriş teşekkürler
newyorker34,76,Happy,tşkler güzel bir alış verişti güvenilir satıcı kolay gelsin
cepport,1299,Neutral,.
ddukkan35,373,Neutral,Ürün sağlam düzgün çalışıyor ama üründe çizikler vardı teşhir ürünü yollamışlar.
strawberrykozmetik,605,Sad,Kargom 10 gün oldu daha elime ulaşmadı
smart_world,74,Sad,Ürün concord marka geliyor.
korayspr,2246,Neutral,Gelen ürün orjinal ambalajında geldi ancak üzerinde çizikler vardı. Ambalajından çıkarıldığını ve büyük ihtimalle teşhirdeki bir ürün olduğunu değerlendiriyorum :(
otogold,72,Neutral,Ürün açıklamalarının olduğu sayfada ürün üretim tarihi paylaşılmamış. Sonradan söyleyince de sipraişi iptal etmedim. Ama keşke eksik bilgi verilmeseydi. Paketleme iyi kargolama hızı iyi.
prozzak3,76,Neutral,......
missliva,225,Happy,Geç onay tamamen benim kusurum. Ürün çok hızlı ve sağlam kargoyla geldi. Herkese tavsiye ediyorum.
modamarka-shop,2,Sad,Çok dandik.parasina kesinlikle degmez
esfashop,221,Happy,dün sipariş verdim bugün elime ulaştı.paketleme özenliydi.teşekkürler
korayspr,2356,Sad,İstediğim malı göndermediler
powertecturkiye,60,Neutral,Makine geldi fakat başlıklar vasat özellikle 1 numara olan
indirim-yeri,274,Neutral,"Ürün güzel, satıcı ilgili ama belli saatlerde ulaşabiliyorsunuz. 7/24 müşteri hizmetleri olmalı."
missliva,214,Happy,Teşekkürler
prozzak3,104,Neutral,teşekürler
firsatsever,134,Happy,Teşekkür ederim hızlı teslimat.
guldasguldas,613,Sad,Ürünü bir rezalet sert plastiktik izceltilmiş hali kırılan yer beyaz oluyor. Bu tür satıcılar ilk başta düzgün ürün gönderip puan yükseldikten sonra kötü gönderiyor görselle alakası olmayan ürün gönderiyor puana bakıp ürün almak mantıklı değil
ddukkan35,26,Sad,Sipariş verdiğim ürün Lenovo HW01 idi fakat bana Lenovo HW01 Plus modeli gönderildi ki bu model benim sipariş ettiğim modelden daha alt seviye bir modeldi. Ürünü geri iade ettim. Tavsiye etmiyorum
missliva,526,Neutral,kalıcı değil.orjinal olsun dedik oda kalıcılık yönünden tırt çıktı.
markastokk,210,Neutral,Kargonuz iğrenç
korayspr,1811,Sad,"Elinde stoğu olmayan ürün satışa sunuyorlar , sonra bekle ki ürün gelsin . Yaklaşık 1 haftada ürünü teslim aldım. Tabi kutu ezilmiş vaziyette."
otogold,192,Sad,Aynı gün kargo diye sipariş verdik. Sipariş bir hafta sonra kargo edildi
guldasguldas,526,Sad,Arza ışığı yakıyor firmaya bildirmeme karşı masajıma cevap vermiyorlar.
kardemticaret,1469,Sad,ürünü tekrar iade etmedim ama ürün çizik olarak geldi.
guldasguldas,558,Neutral,kapı kolları açıkta kalmakta tamamamen kapamamaktadir.alttakı boya sırıtmaktadır..görundiği gibil değil...
tedarikcenter,104,Sad,Çok kalitesiz dandik bi ürün. Kullanılmış gibi çizikler eskimeler var. Vereceğiniz paraya değmez!
modamarka-shop,191,Happy,Ürün çok hızlı geldi ve çok kaliteli.Çok teşekkürler
modamarka-shop,199,Happy,Teşekkürler ürün aynen görsel deki gibi gönderilme hızı da çok iyi.
kalemsahaf,174,Happy,tesekkurler.
otogold,117,Happy,"Hızlı ve çözüm üreten bir satıcı, teşekkürler."
soleshopping,29,Sad,İstediğimiz ürünü göndermediniz biz ışık lı ve sesli istemiştik.Faturada ışık lı ve sesli yazıyor
powertecturkiye,401,Neutral,sipariş iptal edilmiştir.
kalemsahaf,223,Happy,"Mükemmel kusursuz bir satıcı,her aşamada yakın ilgi alaka, hızlı hesaplı teslimat, orijinal ürünler, 10 numara gittigidiyor üyesi, teşekkürlerimle"
avonayhan,473,Neutral,A
otogold,315,Happy,lastik parlatıcı istiyorsanız ürün bu .sprey köpükler bunun kadar etkili güzel değil
modamarka-shop,30,Happy,"Satıcı,ürün,kargo herşey dört dörtlük. Teşekkürler"
missliva,56,Happy,"Orijinal urun, cok iyi satici."
cepport,745,Sad,baslı bekliyodum okadar iyi bir bası yok
avonayhan,386,Neutral,Kutunun jelateni sonradan yapilmis oldugu belliydi. Cunku susam taneleri cikti içinden..
kay-med,16,Neutral,Kargo sirketi kotu
modamarka-shop,193,Happy,Hızlı kargo güvenilir satıcı teşekkürler
trioto,104,Sad,Sipariş verdiğim ürünü 7 günde teslim aldım.Ürünü kedim devamlı takip etmek zorunda kaldım.Ürünün akıbeti hakkında bilgi almak için mesaj yazarsanız cevap veriyorlar veya tlf etmeniz gerekiyor müşteriye bilgi konusunda ilgisizler açıkçasıbenmemnunkalmadım
modamarka-shop,146,Happy,Çok teşekkürler saygılarımla.
newyorker34,397,Neutral,"saticiyla ilgisi yok,ama bu urun colombia ya hic yakismamis cok basit baskisi falan..isleme olsa iyiydi"
kalemsahaf,151,Happy,Teşekkür ederim :)
akhan-tuning,345,Neutral,Resimde gösterilen ürünün olmaması kötü. Diğer alternatif renkler seçenek olarak sunuluyor.
cepport,1172,Sad,"ürün eksik geldi, eksik olmasına belirtmeme rağmen olmadığını belirttiler, ürünü göndermek istedim , bulunduğum yerde olmayan kargo şirketlerini önerdiler, kesinlikle önermiyorum, aynı ürünü başka satıcıdan aldım 24 saat sonra sağlam şekilde elime ulastı."
otogold,316,Sad,Hic bir ise yaramadi. Hatta daha fazla cizdi.
akhan-tuning,180,Sad,Ürün eksik geldi.kontroldüz özensiz bir satış
akhan-tuning,99,Neutral,Magaza iyi lakin kesinlikle bu kargo firmasindan vazgecmesi gerekir
yuzyilavm,171,Happy,Ürün ne gördüysem aynısı geldi üründen gayet memnunum kargodanda memnun kaldım tesekkür ediyorum cok saolun
avonayhan,268,Neutral,Kargo geç elime ulaştı onun dışında paketleme ve ürün ile ilgili bir sorun yok
baysalotomotiv,44,Neutral,urun zaten onaylanmis
cepport,558,Neutral,Global rom olarak tanıtılan ürünün model numarası 2016101 yani Çin için üretilen ürün. Kutusunda da global rom vs. olduğuna dair bir bilgi yok. Bunun dışında her şey tanımlandığı gibi. Ayrıca satıcı çok ilgili ve yardımcı oldu.
cepport,726,Sad,Telefondan 3 metreyi geçince sıkıntı baglantı gidiyor 10 metre yazıyordu
pleksiplakalikk,17,Happy,Ok
yuzyilavm,497,Neutral,"Tedarikci firmada sikinti yok, ürünü zamaninda kargoya veriyor fakat yurt ici kargo urunu cok gec teslim ediyor, hatta teslim etmiyor defalarca musteri hizmetlerini arayip sikayette bulunduktan sonra getiriyor."
modamarka-shop,96,Happy,Çok beğendim tam istediğim gibiydi ürün teşekkürler&#128522;
esfashop,89,Sad,"Ürün gereken zamanda kargolanmadı, ancak mesaj atıp iptal istediğimi belirtince kargolandı. Hiç önermiyorum."
otogold,52,Happy,"yeterince hızlı hizmet, hatasız malzeme teslimi. teşekkürler otogold"
guldasguldas,398,Sad,Aldığım ürün arıza kodu yakmaz diyor. Fakat yine arıza kodu yanıyor. Ben aldığıma pişman oldum.
kardemticaret,1126,Sad,Imak markasını bilmesem inanırdım. bildiğimiz silikon kılıf ucuz olanlardan acil kılıf ihtiyacım olmasa geri göndericektim. Almayın bu ürünü gelen ürünle satıştaki ürün alakasız.
newyorker34,237,Happy,Orjinal ürün ??
kutukutuoyuncak,934,Sad,"Hiç bir bilgilendirme yok. Bir taraftan Kargoya verildi deniyor bir haftadır bekletiliyor, diğer yandan paranız iade edildi deniyor."
yuzyilavm,317,Sad,"Ürünün eksik parçasını ureticiden ve saticidan temin edemedim. Hisar garanti vermiyor, haberiniz olsun"
smart_world,58,Sad,temassızlık!
yuzyilavm,390,Sad,AYNI GÜN KARGO DENİLİYOR. Ö.DEN ÖNCE SİPARİŞ VERDİM 1 GÜN SORA DAHİ KARGO BİLGİSİ VEREMEDİ MSJ. ATTIM EKRANA DÜŞMEMİŞ DÜŞER DENİLDİ.3 GÜN KARGODA GEÇTİ. NASIL AYNI GÜN KARGO ANLAMADIM.
cepport,58,Neutral,Paketleme kötü
esfashop,95,Sad,Ürün kargolanmadı siparişi iptal etmek zorunda kaldım bu satıcıdan sakın bir şey almayın
baysalotomotiv,205,Neutral,Karga bilgilendirilme tarafıma bildirilmemiştir.
newyorker34,640,Neutral,Üründe hata olduğunu bildirdiği için satış sonuçlanmadı
otogold,109,Happy,En uygun fiyat ve hızlı ulaşım ile mükemmel
feyzaoyuncak,95,Sad,Hediye paketi istememe rağmen. Hediye paketi yapılmamış. Üstelik yırtık pırtık bir kutu ile gönderilmiş.
yuzyilavm,456,Neutral,istedigim renk gönderilmedi.
missliva,176,Happy,aradığım parfümü en sonunda buldum. ürünün yanında yüz sabun hediyeniz içinde ayrıca teşekkür ederim...
otogold,277,Happy,tşk
otogold,307,Happy,KISA SÜREDE TESLİM ALDIĞIM İÇİN ÇOK MEMNUN KALDIM
pharmatemecza,118,Sad,Ürün iade olunca arayıp yenisini gönderiyoruz dediler ancak göndermediler. Takip no istediğimde iade olan ilk numarayı gönderip durdular. Mesajları okuyarak cevap verin dedikten sonra da mesajlara cevap vermediler.
modamarka-shop,162,Happy,"Kaliteli urun , hızlı kargo ve sorunsuz alisveriş. Tesekkurler."
otogold,150,Happy,Hızlı kargolama için tesekkurler öğlen sipariş verdim ertesi gün akşam teslim aldım paketlemede guzeldi akma felan olmamış
newyorker34,131,Neutral,Ürünün siparişini verdikten 3 gün sonra siparişin kargolanmasından başka bi sıkıntı yok mesajıma hızlı cevap verildi. Güvelinilir satıcı orijinal ürün ...
firsatsever,85,Happy,Keşke faturasınıda gönderseydiniz
otoaksesuarim_,194,Neutral,Teşekkürler
avonayhan,242,Sad,Ürünüm gelmedi bile
newyorker34,32,Neutral,Rengi çok çok cırt PEMBE :(( hayal kırıklığına uğradım aynı modelin camel renginide başka satıcıdan almıştım ve süperdi.. çok rahat bir ayakkabı ve burada fiyatı da uygun gördüm hemen sipariş verdim ancak sanırım eski sezon ve renginden dolayı uygunmuş..
kalemsahaf,172,Happy,tesekkurler.
missliva,281,Happy,severek kullandığım bir parfüm sorunsuz ve hızlı kargo için teşekkürler.
kalemsahaf,231,Happy,ÇOK TEŞEKKÜR EDERİM.
korayspr,3300,Neutral,idare eder
oyuncakxl,635,Sad,Ürün hakkında yorum yapamayacağım çünkü bazı özel şartlardan dolayı ürünün paketini açmadan iade ettim fakat satıcı hakkında şunu söyleyebilirim satıcıyla hiç bir şekilde iletişim kurulamıyor telefonları açmıyor mesajlara cevap vermiyor.
surpriz_color,250,Neutral,ÖRNEKTE GÖSTERİLDİĞİ GİBİ YAPILMAMIŞ
newyorker34,423,Sad,Siparis teslimatı yapılmadı
otoaksesuarim_,204,Sad,resimle ürünün kalitesi çok düşük.
korayspr,1284,Neutral,Haki istemiştim. Yeşil renk geldi maalesef..
newyorker34,2109,Sad,Original marka bir çantanın işçiliği bu derecede kötü olmaz. Almış bulundum ve çok üzüldüm.
otoaksesuarim_,421,Sad,kargo
firsatsever,118,Happy,Ürünüm sorunsuz geldi çok teşekkür ederim
otoaksesuarim_,656,Neutral,Ürün fiyatına göre ince ve sert malzemeden yapılmış. Eğer bu ürünü eski fiyatı 99 liradan alan varsa hayal kırıklığına uğramış olmalılar. İade edecektim ancak karton ve muşamba sermekten iyi olduğunu düşünerek iade etmedim.
cepport,1762,Neutral,Satici urunu kargolamadi
otogold,55,Happy,Paketleme on numara ürünü daha denemedim en kısa sürede uygulama yapacağım. Teşekkürler kolay gelsin
missliva,229,Happy,İnanılmaz hızlı kargo ve sorulara anında yanıt ile hayran kaldım çok tşkler ürünüm geldi ????
korayspr,804,Sad,Orjinal ürün değil
yuzyilavm,149,Happy,"Güzel, kaliteli bir ürün."
indirim-yeri,494,Neutral,Satıcı ürünü çok çabuk kargoya verdi ama sipariş öncesi ve sonrasında gönderdiğim maillerin hiçbirine cevap vermedi.Satıcı iletişimi sıfır.Ürün horoz kargo ile gönderildi.Horoz kargoya da ulaşmak ve bilgi almak çok zor oldu.
soleshopping,30,Neutral,gelen ürün resimdeki gibi değildi. farklı ürünler geldi. keşke göndereceğiniz ürünün resmini koysaniz. GittiGidiyor da bütün aynı ürünleri gezdim. bu ürünün geleceğini bilseydim başka bir mağazadan alirdim
cepport,956,Neutral,cepport ilgi ve alaka konusunda malesef yetersiz eleştirileri hiç kaldıramıyorlar.haksız bile olsa.
pleksiplakalikk,71,Neutral,Eh iste
strawberrykozmetik,472,Neutral,Pekte beklediğim gibi değildi işin doğrusunu söylemek gerekirse
firsatsever,75,Happy,ÜRÜN GAYET BAŞARILI OLUP BU FİYATA COK GÜZEL MAŞAJ YAPAN CİHAZ TAVSİYE EDİLİR..
modamarka-shop,70,Happy,??
otogold,23,Happy,Güvenerek alışveriş yapabilirsiniz . Başarılı satıcı . Ürünler piyasaya göre uygun .
guldasguldas,767,Neutral,ürünün kutusu hasar görmüş
akhan-tuning,105,Neutral,Dikişler biraz daha özenti ileyapılabilirdi .
eozdmr5,87,Sad,gelen bez 20 tel değil
missliva,94,Happy,"Missliva ile alışveriş sorunsuz,rahat,hızlı ve kalite."
korayspr,2613,Sad,27.05.2015 de aldim keredi kartından cektiler malı hala teslim almadım gitti gidiyora ulaşamıyorum
newyorker34,241,Happy,hızlı kargo ve orjinal ürün için teşekkür ederim
cepport,1602,Neutral,Sabah 10'da ödeme yaptım aynı gün kargoya verildi. Almadan önce mesajla özellikle sormuş ve Global Versiyon olduğuna dair teyit almıştım gelen telefonun üzerinde Global Versiyon ibaresi yok.Şarj aleti çalışmıyor.Anroid 7 Nougat güncellemesini almıyor.
firsatsever,120,Happy,Anında cevap veriyorlar 10 üzerinden dokuz diyorum sebebi Aras kargo. Olumlu????
baysalotomotiv,575,Sad,Antifiriz aldım. Mavi mi diye sordum evet dediler. Bende aldım ama ürün yeşil çıktı. Kargo hızlı ama. Dikkatsiz satıcı.
esfashop,97,Happy,Teşekkürler rrrrrrrr
korayspr,479,Sad,Ürün elime ulaşmadı
soleshopping,184,Neutral,.
newyorker34,417,Sad,satıcıya ürün değişimi için msj attım ama geri dönüş yapmadı.ürünü satana kadar sanırım. sattıktan sonra ilgilenmiyorlar...
guldasguldas,443,Neutral,kargonun geç verilmesi ile keşke bir bilgi verilseydi
kay-med,34,Neutral,urunde 2 ayrı renk var. Ama bu satısta secenek olarak sunulmadi. kendi stoklarina gore gonderiyorlar. Rnk musterinin secimi olmalı
cepport,1352,Sad,06.01.2018 tarihinde verdiğim siparişi kargoya vermediler. Ürün açıklamasına 06.01.2018 tarihinde kargolanacak denmiş ama bu tarihte de ürünü kargoya vermediler. Bu süreçte ne mesajlara cevap verdiler ne de telefonu açtılar. Yazık...
kalemsahaf,135,Happy,Kargoyu toplu almak isterdim
korayspr,1667,Sad,"Stokta olmayan ürün satildi ve bir hafta bekletildi ,hiç yakışmadı Korayspor"
missliva,286,Happy,Hizli kargo tesekkurler
indirim__dunyasi,74,Neutral,Ürün hızlı ve doğru geldi ancak kaydırak bölümü çizik içinde
pleksiplakalikk,42,Happy,Ürünüm geldı çok teşekkür ederım
firsatsever,135,Happy,Uygun fiyat ve bekletmeden kargo. Ürün bayağı kullanışlı. Teşekkürler.
prozzak3,18,Neutral,Satıcı ilgiliydi ve ürün Sonunda elime ulaştı. Ama kargo ücreti ödedim 8TL.
missliva,213,Happy,Hızlı kargo ve ürün orjinalliği çok başarilı..
pleksiplakalikk,20,Happy,hizli kargo ve kaliteli malzeme cok tesekkurler
korayspr,72,Sad,Ürün yokmuş
kitapavcisi,16,Happy,Kitabın kapağı hafif yıpranmış (kargoda dolayı olabilir) ama genel olarak temiz. Kahve içinde teşekkür ederim
kalemsahaf,170,Happy,tesekkurler.
newyorker34,201,Sad,Elinde olmayan ürünü satiyor
indirim-yeri,494,Sad,ÇOK BERBAT Bİ ASTICI ALICI İLETİŞİM TRAFİĞİ VARDI SATICIYA ULAŞMAKTA ÜRÜNÜ TESLİM ALMAKTA FATURAYI ALMAKTA EPEY ZORLANDIM BİR DAHA ASLA BURDAN ALIŞVERİŞ YAPMAYACAM BY BY
cepport,1740,Neutral,Kargodan gelmesi 6 gün sürdü
akhan-tuning,29,Neutral,dikiş işlemleri için ip ve iğne konmamış
prozzak3,429,Sad,Paketle gelen saatin pili yok. Ayrıca saat kordon bağı hemen deforme oldu. Kargo da geç geldi.
